first,last,job,phone,email,client_id,order_id,order_date,order_week,order_year,item_id,category,subcategory,unit_price,unit_cost,unit_weight,qty,line_number
Gloria,Navarro,Audiological scientist,(481)651-9381,navarrogloria2626@lane.com,89110,4340158,2023-04-30,17,2023,XEX62057-23-6X,consumables,kitchen supplies,11.41,8.1,8.14,18,2
Nicholas,Ferguson,"Librarian, academic",3084428470,nicholasferguson6451@underwood.biz,81719,9680942,2023-05-30,22,2023,ZEZ40347-39-4X,decor,wall art,410.17,372.06,2.35,43,7
Laurie,Gilbert,Armed forces training and education officer,661.688.5274,gilbertchair7818@smith.net,99043,7950611,2023-02-14,7,2023,DXM06765-78-0E,consumables,pens,268.31,208.61,4.28,17,2
Lisa,Hunt,Medical laboratory scientific officer,356.971.1099,hunt.l.1425@owens-jackson.org,81699,9361523,2023-04-15,15,2023,XZC13991-98-6E,furniture,tables,56.94,36.46,4.01,763,3
Benjamin,Roberts,Fashion designer,+1-688-535-7658x9924,matter.roberts@foster.com,78536,9950696,2023-03-31,13,2023,ZCC45621-74-4A,consumables,kitchen supplies,72.6,52.42,0.33,25,2
James,Wilkinson,"Conservator, museum/gallery",991.297.5872x313,jamesperson@gonzalez-hoffman.biz,17697,8688741,2023-05-18,20,2023,DDX39609-29-5M,consumables,paper products,223.11,117.06,0.12,28,1
Mckenzie,Ellison,Community arts worker,891.719.9356x368,ellison.these@warner.com,65338,6175722,2023-02-22,8,2023,AAD15703-65-3A,furniture,stands,7.58,4.06,8.73,229,3
Johnny,Jackson,Analytical chemist,2679822294,jacksonj9415@hamilton.com,90079,4670102,2023-03-12,10,2023,EXZ72163-60-7E,furniture,tables,105.52,62.32,1.28,45,0
Devon,Brooks,Translator,477.381.6876,brooks_add_8996@baker.info,55552,8106612,2023-02-28,9,2023,ZZU43604-44-9M,decor,wall art,70.05,60.74,0.12,128,1
Jessica,Hunter,Operational investment banker,(998)714-6923x258,jessica.hunter.6642@brown-navarro.info,52379,6053231,2023-04-16,15,2023,XBZ49450-02-4X,electronics,cabling,329.58,195.05,20.56,19,1
Jackie,Castillo,Osteopath,575.548.5283x23230,castillo.jackie.4443@white.com,91091,1304418,2023-01-19,3,2023,AEE28845-01-5Z,consumables,kitchen supplies,59.69,54.86,1.57,18,0
Megan,Powell,Human resources officer,707.285.1167x7011,powell.megan@evans.com,84878,8077477,2023-02-25,8,2023,MEZ47300-55-0B,software,accounting,45.98,26.2,4.29,12,0
Rebecca,Ellis,"Surveyor, building control",579-503-6882,r.ellis.852@randolph-burch.com,51629,8075599,2023-03-15,11,2023,ZAM61851-20-6X,electronics,telecom,784.95,684.06,3.04,127,3
Nicholas,Williams,Radio producer,393.560.7337x2039,nicholas.williams.6317@strong.biz,56590,2866735,2023-04-23,16,2023,DCE50496-64-6E,consumables,bathroom supplies,18.34,11.43,11.48,11,7
Anthony,Tucker,"Designer, blown glass/stained glass",+1-503-460-2669,tuckera@nguyen.com,32500,7466302,2023-05-22,21,2023,EME73584-90-2B,consumables,bathroom supplies,1.49,0.83,11.17,133,1
Katie,Hernandez,Manufacturing engineer,4215550973,katie_scene@hart-smith.com,30489,2172048,2023-02-21,8,2023,UXU77951-75-6X,consumables,paper products,90.57,49.89,2.43,5,2
Mary,Bradley,"Radiographer, diagnostic",760-755-5494x04737,bradleym@perez-williams.com,37608,5298441,2023-03-05,9,2023,ZDX29223-32-0B,consumables,paper products,199.05,183.99,8.11,85,5
Kendra,Garrett,Pension scheme manager,808.257.2029,garrettkendra8479@jefferson.com,24741,5662648,2023-05-07,18,2023,DEC30974-13-3D,furniture,tables,7.98,6.68,7.15,213,1
Robert,Daniel,Medical physicist,(708)294-5658x255,tworobert9375@ayala.biz,64194,3880968,2023-05-24,21,2023,AXE79347-05-0X,consumables,paper products,33.3,26.05,3.34,23,6
Linda,Smith,Tax adviser,544-873-7641,lsmith@powers-anderson.info,11984,3314615,2023-01-23,4,2023,DMA14340-47-9M,furniture,seating,2.01,1.47,4.86,24,0
Nicholas,Cook,"Engineer, mining",+1-541-312-3648x63024,cooknicholas6748@bell.biz,54196,2353144,2023-01-05,1,2023,CZB28228-41-7E,consumables,paper products,26.43,16.42,4.42,1077,0
Noah,Davila,Nature conservation officer,(292)516-0756x4804,davilan@murphy.net,95944,3607522,2023-04-08,14,2023,DCM29568-31-1X,consumables,bathroom supplies,169.54,133.28,2.2,50,3
Joshua,Montgomery,Hydrographic surveyor,+1-222-406-6736x8814,montgomery_economic@west.net,34873,6888591,2023-02-18,7,2023,BDU54519-00-1M,furniture,stands,149.56,120.37,7.93,190,3
Wendy,Doyle,Financial risk analyst,(446)281-8395x771,doylesite8038@wiley.net,10520,2496319,2023-04-04,14,2023,ZAU36048-03-9A,furniture,tables,98.43,69.36,4.03,137,0
Lisa,Hunt,Medical laboratory scientific officer,356.971.1099,hunt.l.1425@owens-jackson.org,81699,7657392,2023-02-06,6,2023,MCE25985-07-2U,furniture,stands,18.44,16.76,3.56,11,1
David,Herman,Artist,(830)938-9236x04795,davidherman7232@collins-burns.info,51158,5573028,2023-01-16,3,2023,ABX14990-37-1Z,furniture,tables,0.02,0.01,4.22,2043,5
Jackie,Castillo,Osteopath,575.548.5283x23230,castillo.jackie.4443@white.com,91091,4321300,2023-03-15,11,2023,CXE69352-78-8D,furniture,stands,166.92,104.79,1.49,11,0
Ashley,Hernandez,Retail buyer,264-496-5412,ashley.later.185@hernandez-shaw.info,61647,3323518,2023-02-27,9,2023,UDD32619-36-4X,consumables,paper products,105.48,68.15,5.05,148,8
Terri,King,Call centre manager,901-363-2246,king.t.8589@white.net,70029,1153446,2023-04-25,17,2023,ZAA35509-03-0U,consumables,kitchen supplies,1.71,1.16,1.34,32,0
Phillip,Johnson,Biomedical engineer,001-691-918-3172x01673,johnsonphillip1215@roberts-hayes.com,29621,9801301,2023-01-25,4,2023,UEB18566-50-8M,furniture,seating,5.19,3.95,3.21,30,4
Lori,Thompson,Event organiser,874-741-4144x391,thompsontrip@graves.com,24889,6672644,2023-03-21,12,2023,ZXX92397-08-9Z,software,project management,43.24,33.71,1.32,62,0
Matthew,Thompson,"Engineer, production",+1-242-976-7163x8123,matthewthompson2020@bernard.com,81907,7997802,2023-05-10,19,2023,EXD77706-43-0D,software,accounting,0.02,0.01,0.78,131,1
Brian,Peterson,Clinical psychologist,4475634903,petersonbrian2187@gonzales.com,33956,3825268,2023-04-14,15,2023,XEX62057-23-6X,consumables,kitchen supplies,11.41,8.1,8.14,33,8
Lori,Thompson,Event organiser,874-741-4144x391,thompsontrip@graves.com,24889,6672644,2023-03-21,12,2023,UDX79920-04-2M,electronics,audio visual,3.1,1.67,9.41,41,5
James,Atkins,Sports coach,677.418.8364,atkins.huge.354@deleon.com,61211,4058500,2023-05-11,19,2023,MDD39102-76-9D,consumables,misc,168.04,109.73,1.45,1514,0
William,Hart,Legal executive,(836)750-9128x69847,w.hart.3869@ramos.com,31229,9129331,2023-05-19,20,2023,MAX29422-46-3A,software,accounting,32.95,22.27,6.4,9,5
Jessica,Gonzalez,Editorial assistant,001-766-709-4338x01962,gonzalezj@horn-fields.com,29992,6757747,2023-03-03,9,2023,MXU86551-99-7A,furniture,stands,232.53,140.39,16.17,57,1
Angelica,Brown,"Geologist, wellsite",426.563.7543,brown.a@phelps.com,44715,6931994,2023-05-07,18,2023,BXM59071-01-6D,electronics,computers,39.25,20.95,6.56,493,1
Robert,Blair,Hydrogeologist,604-574-3716,rblair@morrison.com,47496,9663364,2023-03-19,11,2023,EMC36732-26-6B,furniture,seating,99.45,60.07,23.49,69,7
Tricia,Stephenson,"Lecturer, further education",(978)811-8729x522,triciastephenson@vasquez.org,61603,7490302,2023-03-12,10,2023,CXM05853-90-1A,furniture,desks,43.14,25.8,0.48,169,5
Christopher,Hanson,"Surveyor, land/geomatics",(580)667-3817x00993,hanson.reason@schultz-kim.com,76087,8566397,2023-04-28,17,2023,DUX81153-32-6Z,decor,wall art,120.77,60.47,3.94,149,1
Shannon,Jimenez,Magazine features editor,8523477742,jimenez.shannon@palmer.com,10091,3883636,2023-02-12,6,2023,MXX42023-02-3M,furniture,stands,87.43,45.64,0.17,558,0
Roberto,Howard,"Surveyor, land/geomatics",311.284.4575,roberto.howard.1290@davis-reese.info,74112,8400806,2023-04-12,15,2023,UUX91147-52-8M,decor,plants,25.08,17.31,10.31,108,5
William,Savage,Minerals surveyor,534.689.6772,savagewilliam@johnson.com,30339,6195950,2023-03-01,9,2023,EAA51108-37-5D,furniture,seating,12.11,8.62,1.45,133,1
Christopher,Hanson,"Surveyor, land/geomatics",(580)667-3817x00993,hanson.reason@schultz-kim.com,76087,6761919,2023-02-13,7,2023,XUZ60078-01-5X,consumables,misc,38.92,26.08,2.52,88,0
Margaret,Smith,Cabin crew,+1-962-362-2718,smith.m@parker.com,87556,4909155,2023-02-26,8,2023,MBU44406-66-4M,consumables,kitchen supplies,27.41,18.84,0.46,1349,4
Monica,Estrada,Theatre manager,(664)504-6707,estrada_m@smith.com,11015,1507279,2023-01-27,4,2023,AXA21454-66-5B,consumables,paper products,2.71,2.4,0.41,98,0
John,Hernandez,Architectural technologist,268.259.7138,result.john.439@manning.com,14935,6088301,2023-03-12,10,2023,EED22292-91-1B,furniture,tables,3.32,1.89,4.45,90,8
Benjamin,Morales,"Teacher, special educational needs",702-300-9438,moralesbenjamin872@hogan-sanchez.com,29906,4185320,2023-05-17,20,2023,MMX89986-22-4B,furniture,tables,549.52,453.01,0.9,98,8
John,Hernandez,Architectural technologist,268.259.7138,result.john.439@manning.com,14935,5501650,2023-03-30,13,2023,XAM78394-85-8M,consumables,bathroom supplies,655.42,466.88,0.48,48,5
Bruce,Crawford,Dancer,001-659-487-2726,crawfordbruce@patterson.org,61084,7105336,2023-03-05,9,2023,DEM63957-60-0U,furniture,stands,5.7,4.73,3.0,120,6
Ronald,Obrien,Petroleum engineer,(659)589-2174x93063,obrienronald8662@wagner-elliott.com,67877,2468430,2023-04-03,14,2023,BDM65230-92-8A,consumables,bathroom supplies,0.19,0.1,6.89,44,1
Cynthia,Palmer,"Surveyor, rural practice",+1-843-385-5943x730,palmer.cynthia@weaver.com,95847,9448951,2023-05-02,18,2023,XMD38221-23-4B,electronics,cabling,1.5,1.06,2.24,148,4
Sheila,Mitchell,Lobbyist,(682)789-7650,mitchell.sheila@howell-duke.net,34271,1382695,2023-05-26,21,2023,XDD63470-82-5D,consumables,misc,133.87,105.71,7.27,185,5
Sylvia,Duncan,Secretary/administrator,349.991.2353x05903,sylvia.duncan.7455@lyons-stewart.biz,17425,9465923,2023-01-07,1,2023,BCA61260-90-4C,consumables,pens,32.69,28.34,0.54,184,0
Jessica,Carroll,"Surveyor, mining",659-401-4364x7928,their.carroll.6497@gross.net,84710,3463257,2023-04-18,16,2023,MEM49712-30-9A,consumables,bathroom supplies,140.34,89.41,6.0,22,4
Kyle,Davis,Advertising account executive,332.424.3984x6328,kyle.davis.8060@wise.com,16675,8892188,2023-05-24,21,2023,CXM90136-19-0D,consumables,bathroom supplies,10.17,9.27,18.51,59,6
Jennifer,Lewis,Agricultural consultant,9813732574,lewis.jennifer@becker-ford.info,62566,7687977,2023-01-13,2,2023,BDX80155-32-9Z,consumables,kitchen supplies,26.19,20.51,0.78,335,0
Mason,Bass,Make,812.756.6659x826,bass.m.2041@cortez.com,64455,5751669,2023-01-09,2,2023,XUZ60078-01-5X,consumables,misc,38.92,26.08,2.52,144,2
Megan,Snyder,Drilling engineer,+1-892-393-8268x219,m.snyder@lee.com,10753,6877732,2023-03-08,10,2023,BMC74341-95-1A,furniture,tables,233.74,211.69,5.16,363,0
Jason,Mitchell,Pharmacologist,253-384-7810x7504,mitchellj@burton.com,35208,7895352,2023-04-16,15,2023,ZBU29496-52-2X,consumables,paper products,88.13,83.37,0.05,59,3
Lindsey,Pearson,Radio producer,879.762.0302x1987,pearson.lindsey@aguilar-jackson.com,85369,5419033,2023-03-07,10,2023,CCE03188-08-7X,software,project management,231.32,193.45,4.69,39,1
Teresa,Ford,"Research officer, political party",001-853-333-1109x52557,fordteresa@myers-rasmussen.org,78618,2802325,2023-03-31,13,2023,AXA21454-66-5B,consumables,paper products,2.71,2.4,0.41,28,6
Bryan,Reeves,"Solicitor, Scotland",+1-515-711-5348x987,reeves.participant.7298@smith.com,65687,1193764,2023-01-10,2,2023,BCE01616-94-8D,software,accounting,91.75,71.2,6.27,14,6
William,Hawkins,Information systems manager,309.430.4258x2713,whawkins@boyd.com,93423,5193470,2023-01-02,1,2023,ZXX92397-08-9Z,software,project management,43.24,33.71,1.32,203,3
Dylan,Ramirez,Hospital doctor,(705)408-6720,ramirezauthority7757@guerra.com,48148,4392006,2023-05-28,21,2023,BMA53145-50-0E,software,project management,141.4,126.66,1.45,58,0
Lori,Turner,"Therapist, nutritional",(578)816-9892x272,turnerl@marshall.com,80857,7872766,2023-04-16,15,2023,CDC68155-72-7M,furniture,seating,157.55,130.71,4.02,46,5
Rebecca,Brown,Chiropodist,665-955-0156x926,rbrown850@lewis.info,73362,9131561,2023-02-20,8,2023,ZAE56533-39-8U,decor,wall art,4.22,3.65,1.82,56,3
Robert,Alvarez,Building services engineer,893.979.2517,alvarezrobert@williams-vega.biz,90851,8002133,2023-03-05,9,2023,AXZ73195-65-5C,furniture,stands,193.64,175.76,1.8,236,1
Diane,Green,Physiotherapist,780.853.3140,dianegreen@smith.com,86810,3887742,2023-02-27,9,2023,CXA71663-03-5E,furniture,tables,128.48,67.55,2.62,394,0
Tony,Figueroa,Banker,(526)738-9172,figueroa.t@brewer.net,85977,8257113,2023-04-19,16,2023,XEB85262-06-6B,consumables,kitchen supplies,26.52,14.21,1.17,56,3
Cody,Perez,Technical sales engineer,846-644-9711,perezc@sanders.com,16290,8946816,2023-04-13,15,2023,DUX14130-38-6U,consumables,kitchen supplies,13.25,11.75,7.61,47,7
Alexandra,Young,Dietitian,265-666-3155x118,ayoung9158@stevens.com,38378,6516001,2023-01-22,3,2023,XDU73429-99-9D,consumables,kitchen supplies,1.63,1.14,6.0,47,1
Larry,Mccoy,Make,001-392-820-6042x2668,mccoylarry@logan.com,22952,6453720,2023-01-21,3,2023,CZC97008-29-8E,consumables,misc,209.6,116.11,10.74,81,6
Gail,Levy,Hospital doctor,321.941.8764x512,putgail690@freeman.com,33593,6680321,2023-05-13,19,2023,ZZU43604-44-9M,decor,wall art,70.05,60.74,0.12,34,0
Thomas,Gibbs,"Therapist, drama",+1-702-208-6574,thomasgibbs@fields.com,74673,3898088,2023-04-16,15,2023,XZZ88006-14-6D,consumables,bathroom supplies,3.23,2.1,10.01,110,1
Brian,Aguilar,"Biochemist, clinical",614-679-1309,brian.aguilar@moore.com,25397,4012227,2023-04-09,14,2023,MUB98278-53-7Z,decor,plants,558.27,428.22,4.89,36,0
Jordan,Price,Local government officer,687.750.2141,pricej@donaldson-garcia.com,62227,5850934,2023-02-16,7,2023,CMZ60736-39-9D,software,project management,10.0,7.04,2.7,96,0
Kaylee,Gonzalez,"Research officer, government",4616748146,gonzalezk@patterson.com,38192,9710854,2023-05-15,20,2023,MMX03475-50-9B,electronics,telecom,32.6,24.25,0.48,30,7
Bradley,Spencer,Warehouse manager,+1-260-443-8861x751,b.spencer.1089@ross.com,48015,1415845,2023-05-24,21,2023,XUX09951-98-0M,consumables,bathroom supplies,301.87,166.09,0.26,191,3
Melinda,Trujillo,Astronomer,001-716-882-5984x4196,trujillo.m@thomas.biz,50377,6451382,2023-05-07,18,2023,UDX16497-75-6A,software,accounting,2.67,2.35,1.91,40,1
Jackie,Castillo,Osteopath,575.548.5283x23230,castillo.jackie.4443@white.com,91091,6831226,2023-03-28,13,2023,XUB12331-18-1A,consumables,misc,30.4,25.88,2.0,8363,0
Jessica,Hunter,Operational investment banker,(998)714-6923x258,jessica.hunter.6642@brown-navarro.info,52379,1635912,2023-03-06,10,2023,AAD15703-65-3A,furniture,stands,7.58,4.06,8.73,48,2
Ana,Cunningham,Film/video editor,361-692-8469,cunningham.a@murphy.info,15647,3387569,2023-04-25,17,2023,UUX03397-27-4C,consumables,misc,107.61,98.35,6.28,25,5
Elizabeth,Willis,Comptroller,943.579.2923,willise@jones.com,25639,3270367,2023-04-19,16,2023,MMU45451-96-2M,electronics,computers,40.29,25.56,5.08,23,4
Katie,Hernandez,Manufacturing engineer,4215550973,katie_scene@hart-smith.com,30489,7858531,2023-03-09,10,2023,UMB25052-86-5A,consumables,misc,163.28,153.75,1.52,98,0
Sarah,Richardson,"Exhibitions officer, museum/gallery",2056834802,richardsonsmile4695@merritt.com,79361,4872484,2023-02-26,8,2023,ACU90518-83-2B,consumables,bathroom supplies,5.59,3.05,10.46,32,8
Erin,Robertson,Science writer,+1-449-731-7108x96007,robertsonerin8454@cox.com,97623,2409405,2023-02-06,6,2023,CAZ83007-87-9M,decor,plants,46.72,43.59,4.67,49,3
Darrell,Miller,Broadcast journalist,253-338-0109x2568,darrell.miller.2795@williams-powell.net,62116,1332890,2023-05-01,18,2023,ZCZ89730-12-6A,software,accounting,237.3,125.04,19.13,13,0
Samantha,Bailey,Petroleum engineer,(914)743-1418x60519,sbailey@young.com,42460,9398280,2023-04-09,14,2023,DDM14031-55-4U,furniture,seating,40.22,22.7,1.04,34,1
Sheila,Johnson,Television floor manager,303.648.8011x659,stest@skinner.biz,51826,9198320,2023-02-02,5,2023,UAC26199-69-5U,consumables,paper products,66.76,35.65,3.31,33,0
Alexander,Blake,Museum/gallery conservator,315-727-3712x50544,alexander.blake@lang.com,94174,4595579,2023-03-29,13,2023,BBZ97605-33-9C,furniture,stands,534.33,343.36,0.69,115,6
Jose,Watson,"Journalist, newspaper",(467)523-0495x369,watsonjose@bailey.com,37231,9818970,2023-04-23,16,2023,UZE69424-29-1A,consumables,bathroom supplies,20.68,15.03,3.47,279,6
Barbara,Hester,Camera operator,446-648-4635x25731,hester.site.3268@king.com,41491,2443463,2023-01-11,2,2023,ZCC45621-74-4A,consumables,kitchen supplies,72.6,52.42,0.33,81,3
Roger,Cole,Print production planner,(784)335-9397x2202,another.cole@gomez.com,86562,1435514,2023-02-23,8,2023,UMZ28848-35-1A,furniture,tables,1.51,1.15,3.84,20,2
Christopher,Hanson,"Surveyor, land/geomatics",(580)667-3817x00993,hanson.reason@schultz-kim.com,76087,4736951,2023-03-03,9,2023,XDX02308-74-0X,decor,plants,136.49,90.12,7.05,46,3
Sarah,Richardson,"Exhibitions officer, museum/gallery",2056834802,richardsonsmile4695@merritt.com,79361,6839627,2023-04-01,13,2023,CMU14661-66-4E,consumables,misc,481.57,376.44,3.64,15,4
Bryan,Myers,Chief of Staff,444.233.9146x233,bmyers3696@wilson.com,46820,7182342,2023-05-11,19,2023,ABU04430-78-4B,consumables,paper products,101.4,74.52,8.37,366,9
Susan,Glover,Industrial/product designer,001-874-645-1061x557,sglover@ellis.com,20849,6032652,2023-03-27,13,2023,DDA06248-98-7Z,consumables,paper products,83.86,59.0,0.27,83,3
Dennis,Hawkins,"Social research officer, government",001-214-888-5838x7410,hawkins.dennis.5195@lee.com,85931,7438979,2023-03-27,13,2023,ADE36146-76-0A,furniture,stands,124.55,70.58,2.3,24,4
Kristine,Hoover,"Psychotherapist, child",721.554.4121,hoovertalk@allen.com,80474,1082643,2023-01-21,3,2023,UZD34719-29-3C,consumables,paper products,35.87,19.58,7.45,172,0
Riley,Mccall,Careers information officer,212-629-7840x586,mccallriley@pierce-torres.com,88149,2273982,2023-05-05,18,2023,XDD63470-82-5D,consumables,misc,133.87,105.71,7.27,93,2
Norma,Lopez,Arts administrator,001-935-686-5976x1888,lopez.norma.2726@garcia.info,49687,8249585,2023-05-23,21,2023,UDX16497-75-6A,software,accounting,2.67,2.35,1.91,18,3
Julie,Miller,Games developer,001-878-578-5320x846,millerjulie5805@johnson-luna.com,27387,8521738,2023-01-05,1,2023,MUB94798-20-4C,electronics,telecom,31.1,24.94,3.17,314,3
Ashley,Kim,Local government officer,001-895-417-4003x017,kimashley@stevenson.net,53348,9025561,2023-02-27,9,2023,AXZ73195-65-5C,furniture,stands,193.64,175.76,1.8,1587,1
Tamara,Jones,Fish farm manager,375.495.3124x931,tamara.jones.9326@george-carter.com,22109,2734602,2023-03-18,11,2023,ZUM69826-74-4E,consumables,pens,120.69,86.47,2.61,57,2
Kenneth,Reyes,Software engineer,266.627.1094,reyes.kenneth.2508@poole-walker.com,81150,5157566,2023-05-22,21,2023,BXE82169-43-5A,consumables,bathroom supplies,162.73,141.67,0.2,42,1
Brandon,Lloyd,Product manager,517-271-7977x4952,lloyd.brandon.342@smith.com,58133,3723298,2023-02-09,6,2023,EMC36732-26-6B,furniture,seating,99.45,60.07,23.49,32,3
Brendan,Lopez,Equities trader,532.290.9140,lopezbrendan@white-bailey.com,87985,8310375,2023-05-19,20,2023,MDB11336-71-2E,furniture,tables,29.03,27.0,0.85,991,3
Tara,Jackson,Diplomatic Services operational officer,344.828.4997x029,jackson.tara.5527@simmons-stephens.info,82280,4022384,2023-02-01,5,2023,UDB96033-17-7D,decor,misc,627.9,484.75,15.74,99,0
Kathy,Webb,Geophysicist/field seismologist,001-255-579-1892,kathynice5437@watkins.info,84354,7455797,2023-03-12,10,2023,ZXX92397-08-9Z,software,project management,43.24,33.71,1.32,72,2
Brandon,Gibson,Management consultant,742.380.1256x6891,gibson.b@knapp.com,46973,2015028,2023-05-05,18,2023,AEE37351-26-7B,software,logistics,2.55,1.83,34.85,41,6
Nicholas,Ferguson,"Librarian, academic",3084428470,nicholasferguson6451@underwood.biz,81719,6753162,2023-04-28,17,2023,CDU54038-40-4C,consumables,misc,604.78,568.45,0.26,46,5
Tamara,Jones,Fish farm manager,375.495.3124x931,tamara.jones.9326@george-carter.com,22109,1447796,2023-04-01,13,2023,CZD83197-87-8M,software,logistics,83.59,52.44,5.82,247,6
Janet,Miller,Medical secretary,(886)246-4664x7990,millerjanet7417@joyce.com,21317,8023950,2023-05-30,22,2023,DEM63957-60-0U,furniture,stands,5.7,4.73,3.0,75,2
Monica,Gutierrez,Graphic designer,294.805.9100x339,gutierrezm3195@morris.org,35176,2047360,2023-02-23,8,2023,ZCB69181-37-5E,consumables,misc,512.32,436.95,10.2,782,8
Ashley,Kim,Local government officer,001-895-417-4003x017,kimashley@stevenson.net,53348,3389467,2023-04-25,17,2023,MAU13971-98-9B,software,accounting,163.59,106.62,3.94,38,0
